"Product Line","SFDALicense:ProductCNname","SFDALicense:Product EN name","SFDALicense: First Approved Date","Abbr.","REF","SMN","EAN/UPC(DI)","最小销售单元中使用单元的数量","Unit of Use Device Identifier","Package","SFDALicense","Approved Date","Effective Date","SFDALicense:ExpiredDate","SFDALicense:Chinese name of Certificate Holder","SFDALicense:English name of Certificate Holder","SFDALicense:Certificate Holder","SFDALicense:Holder's Address","SFDALicense:Holder's Address2","manufacture's Address","Manufacturer city","IFU valid from Date","IFU valid to Date","CN IFU IssuedDate","Label valid from Date","Label valid to Date","CN Label IssuedDate","Reviewer","ReviewDate","EN IFU Version","EXP(Month)","RA Check Status","CER History (FY-TYPE-Class-CER)","Status","SFDALicense:产品类别(设备/耗材)","SFDALicense:器械类别(器械/体外诊断)","SFDALicense:代理人住所","SFDALicense:代理人名称","SFDALicense:IVD注册申请表分类","SFDALicense:备注(注册证备注信息)","SFDALicense: Abbreviation","SFDALicense:生产标识是否包含失效日期","SFDALicense:生产标识是否包含序列号","SFDALicense:生产标识是否包含批号","SFDALicense:生产标识是否包含生产日期","UDI Database Add/Updated","RA Owner","Released IFU Date","Change EN VS CN","Released IFU no.","Released Label No.","Released Label Date","UDI Database Description","Change Description","ID","Modified","Modified By","BU","License"
"Centaur","乙型肝炎病毒核心抗体检测试剂盒（直接化学发光法）","HBc Total 2 (HBcT2)",,,"10376698","10376698","00630414561226","1",,"100测试/盒（ADVIA Centaur系列）","国械注进20253400118","2025-03-06","2025-03-06","2030-03-05","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2025-03-06","2030-03-05","2025-03-17","2025-03-06","2030-03-05","2025-03-17",,,,"24",,,"Approved","耗材","体外诊断","中国（上海）自由贸易试验区英伦路 38 号四层 410、411、 412 室","西门子医学诊断产品（上海）有限公司","6840-23-001","NA","anti-HBcTotal II(OUS)","是","否","是","否","Add",,,,,"10376698_SHD_20250306_CNB",,"新产品",,"5865","2025-03-18 14:08","TANG, XU",,
"Atellica CH","超敏C反应蛋白测定试剂盒（免疫透射比浊法）","High Sensitivity C‑Reactive Protein 2 (hCRP2)",,,"11537224","11537224","00630414611112","2","630414305028","2 × 360测试/盒","国械注进20252400112","2025-03-05","2025-03-05","2030-03-04","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","500 GBC Drive, P.O. Box 6101, Newark, DE 19714, USA","Newark","2025-03-05","2030-03-04","2025-03-17","2025-03-05","2030-03-04","2025-03-17",,,,"15",,,"Approved","耗材","体外诊断","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-08-08006","/","hCRP2","是","否","是","否","Add",,,,,"11537224_SHD_20250305_CNB",,"新产品",,"5864","2025-03-18 14:06","TANG, XU",,
"Immulite 2000","样本稀释液Immulite 2000 IGF-I Sample Diluent","Immulite 2000 IGF-I Sample Diluent","2012-08-21","L2GFZ","L2GFZ","10387074","00630414953922","1",,"1瓶(20mL)","国械备20152001号","2025-03-10","2025-03-10","2125-12-31","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","2025-03-10","2125-12-31","2025-03-17","2025-03-10","2125-12-31","2025-03-17","Gao Fen","2018-06-19","No IFU","18",,"2016_Filing_I_国械备20152001号","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司"," "," ","L2GFZ","是","否","是","否",,,"2018-06-20",,"10387074_L2GFZ_SHDP_20181130_CNA","10387074_L2GFZ_SHDP_20250310_CNB","2018-06-20",,,"4903","2025-03-18 14:05","TANG, XU","CAI","国械备20152001号"
"Immulite 2000","EB病毒衣壳抗原IgG抗体测定试剂盒(化学发光法)","IMMULITE 2000 EBV-VCA IgG","2015-12-16","L2KVG EB病毒衣壳抗原IgG","L2KVG2","10381330","00630414999876","1",,"200人份/盒","国械注进20153404039","2025-03-13","2025-10-26","2030-10-25","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","2020-10-26","2025-10-25","2020-11-26","2020-10-26","2025-10-25","2020-11-26","Wang Yi He","2020-11-24",,"12",,"2016_New Product_III_国械注进20153404039
2021_Renewal_III_国械注进20153404039","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-23-001与中华人民共和国传染病防治法所述疾病相关的病原体抗原、抗体以及核酸等检测试剂"," 延续注册产品技术要求和产品说明书未发生变化，沿用 原核发的产品技术要求和产品说明书。","L2KVG EB病毒衣壳抗原IgG","是","否","是","否",,,"2020-11-26",,"10381330_L2KVG2_SHDP_20201026_CNA","10381330_L2KVG2_SHDP_20201026_CNB","2020-11-26",,,"4916","2025-03-17 14:34","MA, NA","CAI","国械注进20153404039"
"Centaur","乙型肝炎病毒 e 抗体检测试剂盒（直接化学发光法）","Anti-HBe2 (aHBe2)","2024-07-17",,"10720831","10720831","00630414167923","1",,"50测试/盒（ADVIA Centaur系列）","国械注进20243400377","2024-07-17","2024-07-17","2029-07-16","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Av. Can Montcau 7, 08186 Lliçà d'Amunt, Barcelona, Spain","Barcelona","2024-07-17","2029-07-16","2024-08-05","2024-07-17","2029-07-16","2024-08-05",,,,"12",,,"Approved","耗材","体外诊断","中国（上海）自由贸易试验区英伦路38号四层410、411、 412室","西门子医学诊断产品（上海）有限公司","6840-23-001","/","aHBe II (US)","是","否","是","否",,,,,,"10720831 _SHD_20240717_CNB",,,,"5835","2025-03-12 16:13","ZHOU, HUI",,
"Atellica IM","乙型肝炎病毒 e 抗体检测试剂盒（直接化学发光法）","Anti-HBe2 (aHBe2)","2024-07-17","
aHBe II (US)","10733021","10733021","00842768022678","1",,"50测试/盒（Atellica IM系列)","国械注进20243400377","2024-07-17","2024-07-17","2029-07-16","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","Av. Can Montcau 7, 08186 Lliçà d'Amunt, Barcelona, Spain","Barcelona","2024-07-17","2029-07-16","2024-08-05","2024-07-17","2029-07-16","2024-08-05",,,,"12",,,"Approved","耗材","体外诊断","中国（上海）自由贸易试验区英伦路38号四层410、411、 412室","西门子医学诊断产品（上海）有限公司","6840-23-001","/","aHBe II (US)","是","否","是","否",,,,,,"10733021_SHD_20240717_CNB",,,,"5836","2025-03-12 16:09","ZHOU, HUI",,
"Atellica CI;Atellica IM","高敏肌钙蛋白I测定试剂盒 （直接化学发光法）","High-Sensitivity Troponin I (TNIH)","2022-06-29","TNIH","10997841","10997841","00630414006758","5","842768024559","500测试/盒(Atellica IM系列)","国械注进20222400321","2025-01-14","2025-01-14","2027-06-28","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, NY, 10591, United States","Tarrytown","333 Coney Street, East Walpole, MA, 02032, United States","Walpole","2025-01-14","2027-06-28","2025-01-23","2025-01-14","2027-06-28","2025-01-23","Xiao Yuan","2022-07-11",,"15",,,"Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司",,,"TNIH","是","否","是","否",,,"2022-07-11",,"10997841_SHD_20220629_CNA","10997841_SHD_20250114_CNB","2022-07-11",,,"5699","2025-03-07 13:38","Lu, Meng Jia","CAI","国械注进20222400321"
"Centaur","C-肽测定试剂盒(直接化学发光法)","C-peptide(CpS)","2004-03-06","C-pep","03649928(129026)","10310448","00630414464053","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20162404602","2025-03-04","2026-07-21","2031-07-20","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, NY 10591, U.S.A","Tarrytown","600-1, Minami-ishiki, Nagaizumi-cho, Sunto-gun, Shizuoka-ken,  411-0932, Japan","Japan","2024-02-29","2026-07-20","2024-12-27","2024-02-29","2026-07-20","2024-12-27","Xiao Lu","2022-01-26","CP:10629940_EN Rev. C, 2011-06; XP:10629834_EN Rev. G, 2012-09","24",,"2016_Renewal_II_国械注进20162404431
2017_Renewal_II_国械注进20162404602
2018_Change_II_国械注进20162404602
2021_Renewal_II_国械注进20162404602","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","CpS","是","否","是","否",,,"2022-01-29",,"10310448_03649928(129026)(CP)_SHD_20220113_CNA / 10310448_03649928(129026)(XP/XPT)_SHD_20220113_CNA","10310448_03649928(129026)_SHD_20240229_CNB","2022-01-29",,,"5318","2025-03-06 11:38","Liu, Chang-Carina","CAI","国械注进20162404602"
"Atellica IM","C-肽测定试剂盒(直接化学发光法)","C-peptide(CpS)","2004-03-06","C-pep","10995541","10995541","00630414600413","1",,"100测试/盒(Atellica IM系列)","国械注进20162404602","2025-03-04","2026-07-21","2031-07-20","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, NY 10591, U.S.A","Tarrytown","600-1, Minami-ishiki, Nagaizumi-cho, Sunto-gun, Shizuoka-ken,  411-0932, Japan","Japan","2024-02-29","2026-07-20","2024-12-27","2024-02-29","2026-07-20","2024-12-27","Xiao Lu","2022-01-26",,"24",,"2016_Renewal_II_国械注进20162404431
2017_Renewal_II_国械注进20162404602
2018_Change_II_国械注进20162404602
2021_Renewal_II_国械注进20162404602","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","CpS","是","否","是","否",,,"2022-01-29",,"10995541_SHD_20220113_CNA","10995541_SHD_20240229_CNB","2022-01-29",,,"5319","2025-03-06 11:18","Liu, Chang-Carina","CAI","国械注进20162404602"
"Centaur","多项校准品","Calibrator E","2005-07-02","Calibrator E","04634452","10309079","00630414524719","1",,"低值校准品: 2×2mL/瓶(复溶后);高值校准品: 2×2mL/瓶(复溶后)。(ADVIA Centaur系列)","国械注进20162404648","2025-02-20","2026-05-06","2031-05-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-06","2026-05-05","2021-05-27","2021-05-06","2026-05-05","2021-05-27","Song Yuan Yuan","2021-05-26","10468812 Rev. A, 2008-07","16",,"2017_Renewal_II_国械注进20162404648
2018_Change_II_国械注进20162404648
2021_Renewal_II_国械注进20162404648","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","Calibrator E","是","否","是","否",,,"2021-05-27",,"10309079_04634452_SHD_20210506_CNA","10309079_04634452_SHD_20210506_CNB","2021-05-27",,,"5261","2025-03-06 09:38","Yang, Xiao Xue","CAI","国械注进20162404648"
"Centaur","多项校准品","Calibrator E","2005-07-02","Calibrator E","04634762","10321075","00630414524726","1",,"低值校准品: 6×2mL/瓶(复溶后);高值校准品: 6×2mL/瓶(复溶后)。(ADVIA Centaur系列)","国械注进20162404648","2025-02-20","2026-05-06","2031-05-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-06","2026-05-05","2021-05-27","2021-05-06","2026-05-05","2021-05-27","Song Yuan Yuan","2021-05-26","10468812 Rev. A, 2008-07","16",,"2017_Renewal_II_国械注进20162404648
2018_Change_II_国械注进20162404648
2021_Renewal_II_国械注进20162404648","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","Calibrator E","是","否","是","否",,,"2021-05-27",,"10321075_04634762_SHD_20210506_CNA","10321075_04634762_SHD_20210506_CNB","2021-05-27",,,"5260","2025-03-06 09:38","Yang, Xiao Xue","CAI","国械注进20162404648"
"Atellica IM","多项校准品","Calibrator E","2005-07-02","Calibrator E","10995512","10995512","00630414598390","2","00630414190822","低值校准品: 2×2mL/瓶(复溶后);高值校准品: 2×2mL/瓶(复溶后)。(Atellica IM系列)","国械注进20162404648","2025-02-20","2026-05-06","2031-05-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-06","2026-05-05","2021-05-27","2021-05-06","2026-05-05","2021-05-27","Song Yuan Yuan","2021-05-26",,"16",,"2017_Renewal_II_国械注进20162404648
2018_Change_II_国械注进20162404648
2021_Renewal_II_国械注进20162404648","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","Calibrator E","是","否","是","否",,,"2021-05-27",,"10995512_SHD_20210506_CNA","10995512_SHD_20210506_CNB","2021-05-27",,,"5262","2025-03-06 09:38","Yang, Xiao Xue","CAI","国械注进20162404648"
"Atellica IM","多项校准品","Calibrator E","2005-07-02","Calibrator E","10995513","10995513","00630414598406","6","00630414190839","低值校准品: 6×2mL/瓶(复溶后);高值校准品: 6×2mL/瓶(复溶后)。(Atellica IM系列)","国械注进20162404648","2025-02-20","2026-05-06","2031-05-05","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-05-06","2026-05-05","2021-05-27","2021-05-06","2026-05-05","2021-05-27","Song Yuan Yuan","2021-05-26",,"16",,"2017_Renewal_II_国械注进20162404648
2018_Change_II_国械注进20162404648
2021_Renewal_II_国械注进20162404648","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求/说明书未发生变化，沿用原核发的产品技术要求/说明书。","Calibrator E","是","否","是","否",,,"2021-05-27",,"10995513_SHD_20210506_CNA","10995513_SHD_20210506_CNB","2021-05-27",,,"5263","2025-03-06 09:37","Yang, Xiao Xue","CAI","国械注进20162404648"
"Atellica IM","胰岛素测定试剂盒(直接化学发光法)","Insulin(IRI)","2010-03-08","Insulin","10995628","10995628","00630414600444","1",,"100测试/盒(Atellica IM系列)","国械注进20162404238","2025-02-25","2026-04-02","2031-04-01","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","600-1, Minami-ishiki, Nagaizumi-cho, Sunto-gun, Shizuoka-ken, 411-0932, Japan","Japan","2024-03-04","2026-04-01","2024-12-18","2024-03-04","2026-04-01","2024-12-18","Song Yuan Yuan","2021-04-29",,"24",,"2016_Renewal_II_国械注进20162404238
2018_Change_II_国械注进20162404238
2021_Renewal_II_国械注进20162404238","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","IRI","是","否","是","否",,,"2021-05-06",,"10995628_SHD_20210402_CNA","10995628_SHD_20240304_CNB","2021-05-06",,,"5293","2025-03-05 14:51","TANG, XU","CAI","国械注进20162404238"
"Centaur","胰岛素测定试剂盒(直接化学发光法)","Insulin(IRI)","2010-03-08","Insulin","02230141(128434)","10310439","00630414461021","1",,"100测试/盒(ADVIA Centaur系列)","国械注进20162404238","2025-02-25","2026-04-02","2031-04-01","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","600-1, Minami-ishiki, Nagaizumi-cho, Sunto-gun, Shizuoka-ken, 411-0932, Japan","Japan","2024-03-04","2026-04-01","2024-12-18","2024-03-04","2026-04-01","2024-12-18","Song Yuan Yuan","2021-04-29",,"24",,"2016_Renewal_II_国械注进20162404238
2018_Change_II_国械注进20162404238
2021_Renewal_II_国械注进20162404238","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-24-003用于激素检测的试剂"," 延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","IRI","是","否","是","否",,,"2021-05-06",,"10310439_02230141(128434)(CP)_SHD_20210402_CNA / 10310439_02230141(128434)(XP/XPT)_SHD_20210402_CNA","10310439_02230141 (128434)_SHD_20240304_CNB","2021-05-06",,,"5292","2025-03-05 14:51","TANG, XU","CAI","国械注进20162404238"
"Centaur","梅毒螺旋体抗体质控品","Syphilis QC Material(QC SYPH)","2014-05-13","QC syphilis","10492616","10492616","00630414580616","1",,"阴性质控品:2×7.0mL/瓶;阳性质控品:2×7.0mL/瓶.(ADVIA Centaur系列)","国械注进20173402237","2025-02-25","2026-06-07","2031-06-06","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","333 Coney Street, East Walpole, Massachusetts 02032, USA","Walpole","2021-06-07","2026-06-06","2021-06-23","2021-06-07","2026-06-06","2021-06-23","Song Yuan Yuan","2021-06-23","10632395 Rev. A, 2011-04","12",,"2017_Renewal_III_国械注进20173402237
2018_Change_III_国械注进20173402237
2021_Renewal_III_国械注进20173402237","Approved","耗材","体外诊断试剂","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","西门子医学诊断产品(上海)有限公司","6840-23-001与中华人民共和国传染病防治法所述疾病相关的病原体抗原、抗体以及核酸等检测试剂"," 延续注册产品说明书未发生变化，沿用原核发的产品说明书","QC syphilis","是","否","是","否",,,"2021-06-23",,"10492616_SHD_20210607_CNA","10492616_SHD_20210607_CNB","2021-06-23",,,"5535","2025-03-05 14:47","TANG, XU","CAI","国械注进20173402237"
