"ID","SFDALicense","SMN","First Approve Date","Approved Date","ExpiredDate","ProductType","BU","Class","Product line","ProductCNname","Product EN name","CurrentState","Chinese name of Certificate Holder","English name of Certificate Holder","Certificate Holder","Holder's Address","Holder's Address (City)","产品类别(设备/耗材)","器械类别(器械/体外诊断)","主要组成成分","预期用途","代理人名称","代理人住所","器械目录分类","器械目录分类: 编码","IVD注册申请表分类","生产标识是否包含批号","生产标识是否包含序列号","体外诊断试剂产品分类(类别)","体外诊断试剂产品分类（名称）","生产标识是否包含生产日期","生产标识是否包含失效日期","备注(注册证备注信息)","ChangeHistory","ALLSMN","ALLSMN:Effective Date","ALLSMN:ApprovedDate","ALLSMN: Reviewer","Abbreviation","Reviewer","RA Owner","Created","Modified","Storage Condition","编辑次数","PM No.","PM No.: Product Abbreviation","ExpRenewIn2Years","Modified By","CER_Link Material List","Title","Title","TriggerApproval"
"8061","国械注进20162400964","10311904;","2012-08-10","2025-02-20","2030-08-17","Reagent","CAI","2","[""ADVIA Chem""]","电解质尿液校准液","ISE Urine Standard Set ","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","钠，钾，氯，甲醛，防腐剂。（具体内容详见说明书）","本产品用于体外定量测定人尿液中的钠，钾，氯。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-007用于无机离子检测的试剂","是","否","16 Ⅱ-7 用于无机离子检测的试剂","6840-412 钾检测试剂","否","是"," 延续注册产品技术要求/说明书未发生变化，延用原核发的产品技术要求/说明书。","2016_Renewal_II_国械注进20162400964
2020_Renewal_II_国械注进20162400964","10311904","2025-08-18","2025-02-20","Zhang Tingting","ISE Urine Standard Set","[]","Wang Qing","2022-02-10 14:08","2025-02-28 09:34","5 ～ 25℃","1","FY23_R126","ISE Urine Standard Set","No","Wang, Qing","国械注进20162400964","CAI","CAI","False"
"8062","国械注进20162400963","11097644;10341116;10316612;","2012-11-02","2024-08-20","2030-08-06","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH"",""Atellica CI""]","钙测定试剂盒(偶氮胂III比色法)","Calcium_2 Reagents(CA_2)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1 ：醋酸钠，偶氮胂III，无反应的稳定剂。（具体内容详见说明书）","本产品用于体外定量测定人血清、血浆和尿液中的钙。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-007用于无机离子检测的试剂","是","否","16 Ⅱ-7 用于无机离子检测的试剂","6840-410 钙检测试剂","否","是","无","2016_Renewal_II_国械注进20162400963
2017_Change_II_国械注进20162400963
2019_Change_II_国械注进20162400963
2020_Renewal_II_国械注进20162400963
2021_Change_II_国械注进20162400963","11097644,10341116,10316612","2025-08-07; 2025-08-07; 2025-08-07","2024-08-20; 2024-08-20; 2024-08-20","Zhang Tingting; Zhang Tingting; Zhang Tingting","Ca_2","[]","Wang Qing","2022-02-10 14:08","2024-09-27 14:05","15 ～ 25℃","1","FY23_R127","Ca_2","No","Wang, Qing","国械注进20162400963","CAI","CAI","False"
"8063","国械注进20162400962","11097634;10318208;","2012-11-02","2024-08-20","2030-08-06","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","抗链球菌溶血素O测定试剂盒(免疫比浊法)","Anti-Streptolysin-O_2 Reagents(ASO_2)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1： 甘氨酸缓冲液，叠氮钠；试剂2 ：包被有链球菌溶血素-O抗原乳胶颗粒，叠氮钠。（具体内容详见产品说明书）","本产品用于体外定量测定人血清或血浆中的抗-链球菌溶血素-O (ASO)抗体。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-280 抗链球菌溶血素O检测试剂","否","是"," 延续注册产品技术要求和说明书未发生变化，沿用原核发的产品技术要求和说明书。","2016_Renewal_II_国械注进20162400962
2018_Change_II_国械注进20162400962
2020_Renewal_II_国械注进20162400962","11097634,10318208","2025-08-07; 2025-08-07","2024-08-20; 2024-08-20","Zhang Tingting; Zhang Tingting","ASO_2","[]","Wang Qing","2022-02-10 14:08","2024-09-27 13:59","2 ～ 8℃","1","FY23_R128","ASO_2","No","Wang, Qing","国械注进20162400962","CAI","CAI","False"
"8064","国械注进20162400961","11097610;10318197;","2012-07-02","2024-09-18","2030-09-01","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","微量白蛋白测定试剂盒(PEG增强免疫比浊法)","Microalbumin_2  Reagents(μALB_2)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1： 聚乙二醇，叠氮钠；试剂2： 抗人血白蛋白（羊），叠氮钠（具体内容详见产品说明书）","本产品用于体外定量测定人尿液中的白蛋白的含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-257 微量白蛋白检测试剂","否","是"," 延续注册产品技术要求和说明书未发生变化，沿用原核发的产品技术要求和说明书。","2016_Renewal_II_国械注进20162400961
2018_Change_II_国械注进20162400961
2020_Renewal_II_国械注进20162400961","11097610,10318197","2025-09-02; 2025-09-02","2024-09-18; 2024-09-18","Chen Qianqian; Chen Qianqian","uALB_2","[]","Song Yuan Yuan","2022-02-10 14:08","2024-09-26 16:18","2 ～ 8℃","1","FY23_R129","uALB_2","No","SONG, YUAN YUAN-Alice","国械注进20162400961","CAI","CAI","False"
"8065","国械注进20162400960","11097533;10335869;","2012-05-18","2024-04-29","2025-09-06","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","肌酐测定试剂盒(酶法)","Enzymatic Creatinine_2 Reagents(ECRE_2) ","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1： 肌酸酶，肌氨酸氧化酶，N-（3-磺丙基）-3-甲氧-5-甲基苯胺；试剂2： 肌酐酶，4-氨基安替吡啉，过氧化物酶，叠氮化钠。（具体内容详见说明书）","本产品用于体外定量测定人血清，血浆（肝素锂和乙二胺四乙酸二钾）和尿液中的肌酐。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-012用于其他生理、生化或者免疫功能指标检测的试剂","是","否","20 Ⅱ-11 用于其他生理、生化或免疫功能指标检测的试剂","6840-669 肌酐检测试剂","否","是"," 本文件与“国械注进20162400960”注册证共同使用。","2016_Renewal_II_国械注进20162400960
2018_Change_II_国械注进20162400960
2020_Renewal_II_国械注进20162400960","11097533,10335869","2024-04-29; 2024-04-29","2024-04-29; 2024-04-29","Chen Qianqian; Chen Qianqian","ECRE_2","[]","Wang Qing","2022-02-10 14:09","2024-08-23 13:39","2 ～ 8℃","1","FY22825","ECRE_2","No","ZHOU, HUI","国械注进20162400960","CAI","CAI","False"
"8066","国械注进20162400959","11097592;10377502;10335891;","2012-06-12","2024-09-18","2030-09-14","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH"",""Atellica CI""]","葡萄糖测定试剂盒(己糖激酶法)","Glucose Hexokinase_3 Reagents(GLUH_3)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","试剂1： ATP，NAD，叠氮钠，缓冲液，试剂2 ：ATP，NAD，己糖激酶，G6PD，叠氮钠，缓冲液。（具体内容详见说明书）","本产品用于体外定量测定人血清，脑脊液（CSF），血浆和尿液中的葡萄糖。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-002用于糖类检测的试剂","是","否","11 Ⅱ-2 用于糖类检测的试剂","6840-306 葡萄糖检测试剂","否","是"," ","2016_Renewal_II_国械注进20162400959
2019_Change_II_国械注进20162400959
2020_Renewal_II_国械注进20162400959
2021_Change_II_国械注进20162400959","11097592,10377502,10335891","2025-09-15; 2025-09-15; 2025-09-15","2024-09-18; 2024-09-18; 2024-09-18","Zhang Tingting; Han Hui; Han Hui","GLUH_3","[]","Song Yuan Yuan","2022-02-10 14:09","2024-09-26 16:20","2 ～ 8℃","1","FY23_R131","GLUH_3","No","SONG, YUAN YUAN-Alice","国械注进20162400959","CAI","CAI","False"
"8067","国械注进20162400958","11099430;10337471;","2012-03-31","2024-09-20","2030-09-01","Reagent","CAI","2","[""ADVIA Chem"",""Atellica CH""]","C反应蛋白定标液","C-Reactive Protein_2 Calibrators(CRP_2 CAL)","Publish","美国西门子医学诊断股份有限公司","Siemens Healthcare Diagnostics Inc.","SHD Inc","511 Benedict Avenue, Tarrytown, New York 10591, USA","Tarrytown","耗材","体外诊断试剂","含有重组人C反应蛋白的稳定的蛋白基质；叠氮钠0.09%。","本产品用于对C反应蛋白测定项目的校准。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-265 C反应蛋白检测试剂","否","是"," 延续注册产品技术要求/产品说明书未发生变化，沿用原核发的产品技术要求/产品说明书。","2016_Renewal_II_国械注进20162400958
2018_Change_II_国械注进20162400958
2020_Renewal_II_国械注进20162400958","11099430,10337471","2025-09-02; 2025-09-02","2024-09-20; 2024-09-20","Chen Qianqian; Chen Qianqian","CRP_2 Cal","[]","Song Yuan Yuan","2022-02-10 14:09","2024-09-26 16:15","2 ～ 8℃","1","FY23_R132","CRP_2 Cal","No","SONG, YUAN YUAN-Alice","国械注进20162400958","CAI","CAI","False"
"8068","国械注进20162400947","10380901;10380900;","2004-09-03","2020-07-02","2025-07-01","Reagent","CAI","2","[""Immulite 1000""]","维生素B12测定试剂盒(化学发光法)","IMMULITE/IMMULITE 1000 Vitamin  B12","Publish","英国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products Limited","SHDPL","Glyn Rhonwy, Llanberis, Gwynedd LL55 4EL, United Kingdom","Llanberis","耗材","体外诊断试剂","维生素B12检测单位（LVB1），维生素B12试剂楔（LVBA，LVBB），维生素B12校正品（LVBL，LVBH），硼酸盐-氰化钾缓冲溶液（LBCN），二硫苏糖醇溶液（LDTT）。（具体内容详见说明书）","本产品用于体外定量检测血清中的维生素B12含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-006用于维生素检测的试剂","是","否","15 Ⅱ-6 用于维生素检测的试剂","6840-397 维生素B12检测试剂","否","是"," ","2016_Renewal_II_国械注进20162400947
2020_Renewal_II_国械注进20162400947","10380901,10380900","2020-07-02; 2020-07-02","2020-07-02; 2020-07-02","Wang Yi He; Wang Yi He","LKVB 维生素B12","[]",,"2022-02-10 14:09","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162400947","CAI","CAI","False"
"8069","国械注进20162400527","10446129;","2009-06-15","2024-10-08","2030-07-19","Reagent","HHS","2","[""PP""]","总免疫球蛋白E测定试剂盒(散射比浊法)","N Latex IgE mono ","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","含有包被有人IgE单克隆抗体的聚苯乙烯微粒悬浮液。防腐剂：庆大霉素，两性霉素。（具体内容详见说明书）","本产品用于体外定量测定人血清和乙二胺四乙酸（ EDTA） 与肝素抗凝的血浆中的免疫球蛋白E 含量。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-010用于变态反应(过敏原)检测的试剂","是","否","08 Ⅲ-8 与变态反应（过敏原）相关的试剂","6840-218 总IgE检测试剂","否","是"," /","2020_Renewal_II_国械注进20162400527","10446129","2025-07-20","2024-10-08","Liu Jie","OQTG-IgE mono","[]","Liu Chang","2022-02-10 14:09","2024-10-21 14:24","2～ 8℃","1","FY23_R134","OQTG-IgE mono","No","Liu, Chang-Carina","国械注进20162400527","HHS","HHS","False"
"8070","国械注进20162400526","10446285;10446284;","2008-12-04","2024-08-21","2030-07-29","Reagent","HHS","2","[""PP""]","α2-巨球蛋白测定试剂盒(散射比浊法)","N Antiserum to Human-α2-Macroglobulin","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","抗血清为液体动物血清，是用高纯度人α2-巨球蛋白免疫兔子而制成的。活性抗体浓度＜26g/L。防腐剂：叠氮化钠＜1g/L。","本产品用于体外定量测定人血清和尿中的α2-巨球蛋白。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-286 α2-巨球蛋白检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162400526
2020_Renewal_II_国械注进20162400526
2021_Change_II_国械注进20162400526","10446285,10446284","2025-07-30; 2025-07-30","2024-08-21; 2024-08-21","Liu Jie; Liu Jie","OSAM_ α2-Macroglobulin","[]","Liu Chang","2022-02-10 14:09","2024-09-14 14:57","2 ～ 8℃","1","FY23_R135","OSAM_ α2-Macroglobulin","No","Liu, Chang-Carina","国械注进20162400526","HHS","HHS","False"
"8071","国械注进20162400525","10446607;","2008-10-13","2020-07-28","2025-07-27","Reagent","HHS","2","[""PP""]","肌红蛋白测定试剂盒(散射比浊法)","N Latex Myoglobin","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","1.肌红蛋白试剂由包被着人肌红蛋白特异抗体的冻干聚苯乙烯颗粒组成。防腐剂：庆大霉素 6.25mg/L，两性霉素 0.625mg/L（复溶后）。2. 肌红蛋白标准品（人源）由已添加人肌红蛋白的冻干混合人血清组成。防腐剂：庆大霉素 100 mg/L，两性霉素 1.25 mg/L（复溶后）。3.肌红蛋白质控品（人源）由已添加人肌红蛋白的冻干混合人血清组成。防腐剂：庆大霉素 100 mg/L，两性霉素 1.25 mg/L（复溶后）。4.肌红蛋白辅助试剂 A 由兔血清缓冲液组成。防腐剂：叠氮钠 ＜1g/L。5.肌红蛋白辅助试剂 B 由洗涤剂溶液组成。防腐剂：叠氮钠 ＜1g/L。
","本产品用于体外定量测定人血清或乙二胺四乙酸（EDTA）和肝素化血浆中的肌红蛋白。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室",,,"6840-24-001用于蛋白质检测的试剂","是","否","10 Ⅱ-1 用于蛋白质检测的试剂","6840-258 肌红蛋白检测试剂","否","是"," ","2016_Renewal_II_国械注进20162400525
2020_Change_II_国械注进20162400525
_Renewal_II_国械注进20162400525","10446607","2020-07-28","2020-07-28","Liu Jie","OWIA_Myoglobin","[]",,"2022-02-10 14:09","2024-08-23 13:39","2 ～ 8℃","1",,,"Yes","ZHOU, HUI","国械注进20162400525","HHS","HHS","False"
"8072","国械注进20162400524","10446287;10446286;","2009-03-03","2024-09-03","2030-07-29","Reagent","HHS","2","[""PP""]","载脂蛋白B测定试剂盒(散射比浊法)","N Antiserum to Human Apolipoprotein B","Publish","德国西门子医学诊断产品有限公司","Siemens Healthcare Diagnostics Products GmbH","SHDPG","Emil-von-Behring-Str. 76, 35041 Marburg, Germany","Marburg","耗材","体外诊断试剂","抗血清为液体动物血清。抗血清人载脂蛋白 B 试剂是用从人血清中提取的低密度脂蛋白（ LDL，密度在 1.025 到 1.050 g/ mL 之间）免疫兔子而制成的。人载脂蛋白 B 活性抗体浓度＜ 36 g/L。防腐剂：叠氮化钠＜1g/L。","本产品用于体外定量测定人血清中的载脂蛋白 B (Apo B)。","西门子医学诊断产品(上海)有限公司","中国(上海)自由贸易试验区英伦路38号四层410、411、412室","NA","NA","6840-24-005用于酯类检测的试剂","是","否","14 Ⅱ-5 用于酯类检测的试剂","6840-388 载脂蛋白B检测试剂","否","是","延续注册产品技术要求未发生变化，沿用原核发的产品技术要求。","2016_Renewal_II_国械注进20162400524
2020_Change_II_国械注进20162400524
_Renewal_II_国械注进20162400524","10446287,10446286","2025-07-30; 2025-07-30","2024-09-03; 2024-09-03","Liu Jie; Liu Jie","OSAN_Apolipoprotein B","[]","Liu Chang","2022-02-10 14:09","2024-09-14 14:19","2 ～ 8℃","1","FY23_R137","OSAN_Apolipoprotein B","No","Liu, Chang-Carina","国械注进20162400524","HHS","HHS","False"
